Gender,Age,Semester,Branch,Difficulty_Level,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level,Sleep_Hours_per_Night,Final_Score,Grade,Pass/Fail
Male,18,1,CSE,Easy,,45.489784641097195,61.13274493940253,55.17124709906592,9.234478553012718,20.30801360918079,6.835564395719691,Yes,Primary,Low,3.7061142929984285,6.69358773769375,60.16846164223409,B,Pass
Male,21,3,Civil,Moderate,60.02929240286756,63.39726255126832,75.10647744266223,46.64298611996438,5.150290618980009,18.012881413178448,,No,Secondary,Mid,2.709094260100842,5.537890430140809,57.93410067798641,C,Pass
Male,21,4,ME,Moderate,,57.55930873118738,71.46960542330284,66.54515388586981,6.911651347606628,12.659369131277248,13.203764431031278,Yes,None,Low,3.40167455223124,5.964484116314726,42.35056066772404,D,Pass
Male,21,4,Civil,Moderate,,66.83711612698494,66.32095466866392,57.29079322534436,10.0,8.616086540604881,15.672569057926681,Yes,Secondary,Mid,5.658695958640733,6.729219375969517,51.02900105988954,C,Pass
Male,25,8,ECE,Hard,49.44812169492907,100.0,62.26222288711804,65.00032579243046,7.36690846858145,27.07993496255564,26.129825024580185,Yes,None,Mid,5.09752665967217,7.1098020804106,70.37856120540347,A,Pass
Male,18,1,CSE,Easy,71.92824519426641,53.781389862760065,71.06684390579622,52.542644834639205,4.705178549403195,23.0924557395998,20.041349752651485,Yes,None,Low,6.342377993098554,6.13278351113328,66.61259123501002,B,Pass
Male,20,3,CSE,Moderate,73.92241651646455,76.18205391941866,70.83888557271806,57.92027032570611,9.568405004524024,27.694072589650542,,No,Primary,None,1.0,6.7809216266778085,56.60924711675192,C,Pass
Male,23,6,CSE,Hard,62.252288849956656,60.0791912001204,60.79287544020826,78.49423445285309,2.3090382673485306,11.898209695971968,12.312602406587846,Yes,Postgraduate,Mid,4.460181712160231,6.712478580483734,48.525241757966825,D,Pass
Male,21,4,CSE,Moderate,66.98264468416816,59.155724541061566,66.90119870385952,78.56322691004586,6.446254263657281,30.0,12.396984829590519,Yes,Graduate,Mid,4.786157184099409,7.129815916628203,64.3680806612261,B,Pass
Male,19,1,ME,Easy,64.10248724647487,83.83704935975,66.51784425939944,54.45097749580551,8.574591511033113,19.32458679787154,5.923963155489886,Yes,Graduate,Mid,1.723485920192691,5.628936578055349,53.31406422182249,C,Pass
Male,25,8,ECE,Hard,81.96450459632837,67.72663802475911,75.81328300545667,34.52512871212492,,10.720862496043239,,Yes,Primary,None,3.6232385540592853,5.9622441157452055,30.022792495793812,F,Fail
Female,24,6,ECE,Hard,75.10304286166217,89.18553204713723,70.3001000688364,83.56477304371754,3.9137611560258767,23.633494160447217,4.797763691365141,Yes,Secondary,Mid,4.957421565453205,8.418318601956761,57.504730847446446,C,Pass
Male,21,3,CSE,Moderate,57.865744963121415,64.2278635706595,72.66404244407006,67.41503976727118,3.5120917331237687,16.371357760818725,24.366751644117358,Yes,Secondary,Low,5.641436084089486,6.489126026967217,60.1520600123563,B,Pass
Male,19,2,CSE,Easy,89.3257012353724,85.48405758053936,71.14761263668181,59.12878821471512,,27.363962194227796,9.306293132168934,Yes,Secondary,None,5.694677941734939,7.371738133114787,67.79539016110353,B,Pass
Male,21,3,CSE,Moderate,54.49061055235495,59.980116696098044,65.58978259142981,51.86178504837753,2.0126586189792355,14.10563572316613,10.80240787697537,Yes,Graduate,Low,1.0576224634045466,5.338384810379751,33.71350435642708,F,Fail
Male,25,7,CSE,Hard,,54.72205313556377,63.70587520324514,63.627386292379676,2.1672930891770097,24.92028347369156,23.16837970420425,Yes,Secondary,Low,3.739517198523983,8.225291104171506,47.269421168227076,D,Pass
Male,20,3,ME,Moderate,71.32273932707646,71.56483550673174,85.16187205682047,65.8893031099977,4.704874320245796,11.947402839361281,0.0,Yes,Secondary,None,1.940748602984788,8.181901229048036,44.895633198137844,D,Pass
Male,26,8,CSE,Hard,71.2467055598061,66.77346638739556,60.467931880926685,77.73716145632793,5.10574008483617,18.55124613487973,10.311904742806174,Yes,None,Low,4.988271283255301,7.15867318023449,55.600488812393635,C,Pass
Male,23,6,ME,Hard,76.09180533237802,44.93434019972089,90.0665961363632,99.58143705882006,6.638350732235377,23.897683989732496,6.216617521261668,No,Primary,High,4.137945609935996,6.063217214013186,55.25277255255232,C,Pass
Female,25,8,ECE,Hard,57.28018486355072,67.98615422357835,90.38355007477846,59.311218397887046,5.344423101779992,26.50992098929523,17.34862625667858,Yes,Graduate,Mid,3.7493771249424763,5.076471192530617,66.624147896735,B,Pass
Female,23,6,CSE,Hard,88.39620697974603,53.57577853124742,62.044940452845694,86.18074067274628,4.621674303718621,8.405413113008727,,No,Graduate,High,10.0,9.0,26.337114104770247,F,Fail
Female,22,5,ME,Moderate,100.0,77.25349755564633,76.90198759432957,60.62620813740461,,21.82180283390546,19.585281783908194,Yes,Secondary,Low,2.8963318089598866,6.31343560879645,64.03469374748941,B,Pass
Male,22,5,ECE,Moderate,74.6752742682182,55.04256322780392,76.68543270966079,61.523003443634884,6.709217452919924,24.710425800629334,27.065746091041404,No,Graduate,Low,4.966968939474535,5.079556874033011,59.34524657109064,C,Pass
Male,23,6,CSE,Hard,79.74015616029716,59.54146056470696,79.04836976767388,41.664828649106916,9.71632054785729,17.089777821526628,19.431963421767943,Yes,Postgraduate,Mid,5.957159049573456,6.083993263491239,54.52162278838116,C,Pass
Male,23,6,Civil,Hard,43.27288490627238,49.62526866474498,75.14682756336825,44.666283515932264,5.963846264939435,17.391477037514704,16.991518215490192,Yes,Secondary,Low,5.7157823188142824,7.2791551059123325,43.84303000463578,D,Pass
Male,20,2,CSE,Easy,68.4766507747884,80.06653946855798,58.402909293772,41.2616055855694,2.710721652064792,7.975314814536365,34.46709607703451,Yes,Secondary,None,6.156863568377595,5.30309602281424,56.56574155523257,C,Pass
Male,19,2,CSE,Easy,64.56005257653034,71.41358782946179,87.56114020814701,85.4122049457335,4.607046958610381,21.072203112147328,0.0,Yes,None,Mid,5.7107057564089985,6.091526408280963,51.585857793980054,C,Pass
Male,21,3,ME,Moderate,62.12842961405461,99.14545662130578,90.17775987432624,75.738484173015,,19.04184807787985,32.605670668519835,Yes,None,Mid,4.339287884778465,5.070868658485946,68.09934854055399,B,Pass
Male,25,8,ME,Hard,65.13748775306517,83.90361622844685,63.621438472688155,90.3312657984973,6.2654759298418705,16.61039703359068,28.935477271149885,Yes,Graduate,Low,5.022089609379047,8.531863526839558,55.92129363907639,C,Pass
Female,24,7,CSE,Hard,66.63427341635126,58.380523655894194,61.1139211679342,49.1317036367557,6.320511175923039,17.3933439065306,13.812428935117762,Yes,Secondary,Mid,3.6879784937037567,6.700556467048614,41.30714863742867,D,Pass
Male,25,8,CSE,Hard,53.17600552561388,41.738360053609796,45.6849649291095,64.65422590406794,3.540511301905136,15.195256317408631,9.34366044494207,Yes,Primary,None,3.5158763707231024,5.057202082172121,34.20690097152819,F,Fail
Male,22,4,Civil,Moderate,67.6909805383346,55.58648889511688,75.81154754932817,63.15684209622649,5.540881865067734,21.636443940877953,,Yes,Postgraduate,Mid,2.363511216197477,5.719894319003811,55.96170396592853,C,Pass
Male,26,8,CSE,Hard,59.37477850943115,62.63923255623183,67.09897234249777,66.76582563870716,,20.239427348181067,12.691762382797657,Yes,Secondary,Low,6.575131018700089,6.025795592620761,59.739106683005645,C,Pass
Male,25,7,CSE,Hard,86.82500028966255,37.96653870490567,55.90450587213552,49.51484393624114,4.015017756267724,21.91641490294491,24.570852143592745,Yes,Graduate,Mid,7.2076867172086825,6.827645116237108,38.950569734713184,F,Fail
Male,20,2,ECE,Easy,79.95494548626371,52.25926200251295,71.95027190788362,80.56982865580925,10.0,20.409432818599086,0.0,Yes,Graduate,Mid,3.825608579644652,5.706136866373176,62.78596568349981,B,Pass
Male,21,3,Civil,Moderate,79.97550019945857,80.23902535740002,60.038225543563684,52.36051471640458,4.994828973362255,23.687969087222765,,No,Secondary,Mid,4.845038004882602,6.361829180184009,54.81348130619632,C,Pass
Female,25,7,CSE,Hard,89.65179579887779,52.11649367597856,75.3150919879919,61.3885371659937,,26.815040430727617,14.992541611269651,Yes,Graduate,Low,8.199579493630942,6.035214397290274,58.40394178625117,C,Pass
Female,25,8,ME,Hard,62.6058130692811,51.890807581687994,61.7401332809994,87.17716691436222,4.63787839875083,14.938206063162312,24.414356753798877,No,Primary,Mid,7.243761045976441,5.076045440233164,51.86780849407185,C,Pass
Female,18,1,ECE,Easy,79.04683535866802,72.77605025285615,60.31211850576226,70.95939646108354,3.2154892759238383,15.047136894790281,5.163192145600176,Yes,None,Low,6.782121090601918,5.701849523926466,52.13725328530515,C,Pass
Female,23,5,ECE,Moderate,91.05329677901415,56.87408248392715,71.08279948475153,81.34079265061801,4.440958415482416,18.229141933501978,20.78913339446389,No,Primary,None,5.538665564685872,5.874066489844412,55.97643680871544,C,Pass
Male,25,7,ME,Hard,61.557584162638214,65.18027379681241,65.56291931305067,66.64423036292348,4.895697525109579,16.311022355681533,18.093882407538082,Yes,None,Mid,3.7443042197120677,5.336808030010795,49.16056305165285,D,Pass
Female,22,4,Civil,Moderate,44.56243117878108,70.88518272745371,52.62587623880911,82.7383999878874,6.7706877380599035,26.666511724448412,19.5121424224146,Yes,Secondary,Mid,3.96926867729675,5.067819534779749,63.74897059666264,B,Pass
Male,21,3,CSE,Moderate,64.63961146173915,55.72243611404703,84.05570884343032,74.51047617196191,6.1844951082926345,20.737135995628755,9.465593230074461,No,None,None,5.470433969311932,6.085789921915772,65.71677094584523,B,Pass
Male,25,7,CSE,Hard,,76.5761385287176,65.44454078155402,38.92000484293797,3.572471851082574,16.17804983662281,11.938748703052354,Yes,None,Low,5.877059706255684,7.837561283006047,62.619107044052136,B,Pass
Male,23,6,Civil,Hard,60.703954356381615,75.3634294468755,80.3195241078489,46.23179495954908,6.912296451986466,20.447414233121457,5.119503793128148,Yes,Secondary,Mid,3.062230423705394,6.622487661626328,58.73519827613644,C,Pass
Male,25,8,ME,Hard,68.02351195287119,69.8772691308836,73.4088994002582,54.21647060551098,6.1516278970953,19.39546401474587,21.112745002070604,No,Secondary,Low,7.492258978894874,4.0,44.93011833983398,D,Pass
Male,18,1,ECE,Easy,63.3045739307955,87.6694061568982,47.39221964192865,67.02971117888646,8.438643413009373,21.305878172335383,25.740407044680367,Yes,None,Low,7.8150420670192755,8.012129731254875,57.848828429807185,C,Pass
Male,22,5,ECE,Moderate,72.14469561159942,78.1886234139294,76.26046659563322,54.39553821010742,10.0,19.643453994544632,17.258510115685922,Yes,Graduate,Low,6.587833221926864,5.96838037611286,50.60678855970481,C,Pass
Female,18,1,ME,Easy,59.27246560828202,60.917431595302716,65.37136783956538,84.52173287932808,,20.17867119550845,0.0,Yes,None,Mid,8.00707887006305,8.52553901241991,53.417417900126964,C,Pass
Male,20,3,ME,Moderate,52.75313616575994,53.56586434114278,67.25310325316192,75.77054805546815,7.383623050110122,24.706847524739604,25.85369671698202,Yes,Graduate,Low,6.276504006021692,7.768089736498465,64.07442968859247,B,Pass
Male,25,8,Civil,Hard,68.38729643699524,67.32445447291487,96.3770543646659,66.09364836052457,4.457754556645899,15.822097226095256,,No,Graduate,High,5.548303768720503,6.432012598808241,46.943392335425685,D,Pass
Male,19,2,ECE,Easy,70.94386819383013,63.96209442476798,75.74785835782113,70.12750600707909,5.720877024015813,18.454659537507094,0.0,Yes,Postgraduate,Low,5.1024308953434465,6.565953404987569,51.23467005991354,C,Pass
Male,23,5,CSE,Moderate,91.74722031631104,64.11859438442058,68.24786246050441,88.93721996040898,1.0299483660572992,23.714745265256994,1.37380747641234,Yes,Graduate,High,4.366117615166558,5.430925469447994,46.873453609938764,D,Pass
Female,26,8,ME,Hard,75.99393262344469,56.609470753393154,64.91095151319806,46.57678223420682,5.043621067997887,22.677690806023662,6.570665389546168,Yes,Secondary,High,4.989602794678322,7.581816782846515,58.38787968291813,C,Pass
Male,18,1,ECE,Easy,57.4242736604598,65.61557176268929,93.47681915013756,80.81425429845912,,14.097970337319984,14.996724404915994,Yes,Secondary,Low,2.918279580136398,8.739864349041097,46.35447932102509,D,Pass
Female,19,2,ECE,Easy,64.0247712121123,88.43309108871378,69.89604630550797,72.69971880881198,9.208515920588617,15.341077355558554,6.82800183613781,No,Postgraduate,None,4.8327973710154595,5.927693085002784,68.72191293083262,B,Pass
Female,21,4,ECE,Moderate,85.70239203100886,75.33206232195903,82.2794902250554,100.0,5.489393524897361,13.267956815188617,7.880406529453243,Yes,Postgraduate,High,2.663304012149786,6.07643621405124,54.40137298836443,C,Pass
Male,21,3,CSE,Moderate,68.64275557462614,67.05591386390074,74.12576497013347,84.01532531823665,5.430853017096551,18.407108640489962,22.311428970537918,Yes,Secondary,Low,3.3983579869357974,9.0,61.53995125096224,B,Pass
Male,21,3,ECE,Moderate,58.60339661347474,83.56997168083842,71.93002388421918,73.64125035566674,5.146324725829239,24.312703972085554,24.49907875336077,Yes,Postgraduate,High,7.457103207661418,6.903575334855002,50.85608699554648,C,Pass
Female,22,5,ME,Moderate,,75.90624078322956,82.26931365694077,66.261121419908,4.177734715668093,22.720094639311853,,No,Graduate,Low,7.364337532165344,4.971159968757888,60.90171517957586,B,Pass
Female,19,1,ME,Easy,63.15167740536742,60.09341917774126,72.9314866427039,77.74384277851857,4.07138233294749,19.26921497994106,1.9120088733629732,Yes,Postgraduate,Low,3.325534976903298,5.163372000389978,58.71127384740727,C,Pass
Female,21,4,ECE,Moderate,82.17217238305857,64.20358218752268,69.77420734757935,55.641198223868436,4.241300975089021,11.693369387419587,22.544010616009473,Yes,Graduate,None,6.740208583392061,8.845126809152685,54.832024392419825,C,Pass
Female,23,6,CSE,Hard,80.44449215143551,78.51211301628346,76.22897478318747,43.740093240626265,8.514980978258667,25.508132417764855,11.168791481651086,Yes,Postgraduate,Low,3.8232473797393816,7.368438354571201,64.1995597432156,B,Pass
Male,22,5,ECE,Moderate,,68.59039429451616,56.28261981409193,70.39945470560066,,17.725245257182163,30.70042411304932,Yes,Postgraduate,Low,3.6722677520495592,5.539688875206332,48.557557848444084,D,Pass
Male,25,8,ME,Hard,100.0,71.39342671629923,75.5303002925144,73.22848281715356,3.7292442835967754,18.331918171087178,17.082216380373602,Yes,Primary,High,7.784611725964194,7.204754253149701,55.09009435869284,C,Pass
Male,23,6,ECE,Hard,73.15576733110764,46.19786147965722,71.45279074106475,49.62359319118919,3.943619089056601,18.111837342335274,24.731155202669772,Yes,Postgraduate,High,2.811230251721816,5.801414825940565,53.0751635501631,C,Pass
Female,23,5,ME,Moderate,35.04337205192052,57.104308119670904,64.02000111515076,42.48162720364773,2.125365621082429,12.546629733853656,19.44917637655253,No,Secondary,Mid,1.4253874838169338,4.49590227420206,39.6939746635845,F,Fail
Male,18,1,ECE,Easy,80.70832136172476,64.13841050095431,74.25849622075127,75.99644813439212,5.280064660732623,27.512010867648442,,No,Secondary,None,3.6689897033688856,6.385400248738321,73.20833530857249,A,Pass
Male,21,4,CSE,Moderate,,81.97536575260519,62.48807122334585,78.34734977153452,4.692172961392309,28.51388214424528,,Yes,Graduate,High,3.796128697621376,6.789529398608117,70.90512112888945,A,Pass
Male,18,1,ME,Easy,90.5974502971201,93.36314962105376,59.80748904836631,57.518881104422334,6.333752593094852,19.055449181524914,24.659671677737855,Yes,Graduate,Low,4.253807558189944,4.919460601277665,64.05910819918647,B,Pass
Male,20,3,CSE,Moderate,75.85593635882582,51.49261399517604,83.73378347774809,47.886011461647584,7.488318913835716,12.157755545532451,22.447960297757106,Yes,Postgraduate,High,1.5585725877904926,5.291732954836544,41.49999679708566,D,Pass
Male,24,6,ECE,Hard,72.80727114867348,55.68453999285369,79.78731902709815,85.50872662496222,4.387504601293214,25.263409256993988,12.35144474067548,Yes,Secondary,Low,5.702532084028629,5.597917242188028,65.45172737992175,B,Pass
Female,19,2,CSE,Easy,73.73025357761927,71.70707409269701,79.83007006689144,81.59379513839306,,23.083489983819604,,Yes,None,High,8.79284267392829,6.554796896260372,43.68978325345388,D,Pass
Male,24,7,CSE,Hard,82.5261651818044,96.90310094591686,85.27758230865881,70.45440301954322,8.097921395667905,19.121188309182983,9.300412808166053,Yes,None,Mid,5.603224950804114,6.9544110205989975,56.06081462858184,C,Pass
Female,26,8,ECE,Hard,66.52267283149843,50.05663162396112,78.3589985409885,100.0,4.606471822248137,30.0,21.540415418276034,No,Secondary,High,4.557487088192688,5.068547415856509,61.50341788939811,B,Pass
Male,20,3,ECE,Moderate,73.576626703111,35.55839063695596,51.49248566294502,73.95730259708276,,24.709275713699668,16.890759058328275,Yes,Graduate,High,6.33631502173604,6.101494122124676,41.06759601798999,D,Pass
Male,20,3,ME,Moderate,75.50059753379495,67.46163563255574,81.62665954111766,67.61243874528805,6.843088999354166,15.29433839749949,17.301301364813657,Yes,Secondary,None,5.149847284439019,6.235168256826309,53.92632902253797,C,Pass
Female,23,6,ME,Hard,30.51066362783795,44.76469653014001,65.11940175688125,57.64918759228189,8.282365637167468,11.50964544878884,12.115997902599023,Yes,Secondary,Mid,5.114194825811578,4.714866803943675,39.582482886107556,F,Fail
Female,25,8,ME,Hard,82.63954586821299,73.51338507840677,63.72684235991524,63.72049718714091,,17.88038129283642,26.662372415792426,Yes,None,Mid,4.835372090289323,7.0697669497067555,62.16135864571204,B,Pass
Male,23,5,ECE,Moderate,85.17153938951664,76.7181036596537,77.14162942623133,48.30694081571651,4.588675182854146,30.0,3.0887436400120905,Yes,Graduate,Mid,5.435123496643777,7.5161852380166385,66.04859631898273,B,Pass
Female,20,3,ME,Moderate,,61.697729190989065,82.04511952782912,57.94155879668291,3.8282295717925354,18.166684831969366,21.257102168190386,No,Primary,Low,4.178398563236902,7.174298700080933,55.22676246177905,C,Pass
Male,24,7,ECE,Hard,79.45075605636363,58.25592797292586,75.8014507877653,92.5621207442589,5.497497938564232,19.591440680878343,22.85539778040264,No,None,Mid,1.7434544048296954,5.214008258005078,37.81624040419155,F,Fail
Male,22,4,ECE,Moderate,97.67178258152747,54.31415147391812,68.05202410886386,70.90513112740582,6.052335703776543,14.19178302268369,12.460591984115796,Yes,None,Low,8.69749339881875,7.517540753769122,39.44989323241379,F,Fail
Male,20,3,ECE,Moderate,73.06419150042296,65.97460539618773,80.7413155375544,76.81962156355829,5.96123984350485,17.53970443802551,3.4011623920961274,Yes,None,High,6.059962129241503,6.678492915944804,20.0,F,Fail
Male,21,4,Civil,Moderate,73.58053019696635,45.225898844825025,72.86900867451429,42.90563095792902,4.844451880037685,19.503369445927497,18.060102997148164,No,Postgraduate,Low,3.596868764675037,7.979002808433117,44.08134523871455,D,Pass
Male,19,1,CSE,Easy,63.94275159845844,58.0907245579712,74.85388092616918,94.05155291290689,8.346863810119482,20.879640298151916,24.57191592661679,Yes,Secondary,High,5.702306145266638,7.373920421549792,62.696647881196384,B,Pass
Male,25,8,Civil,Hard,,54.045416963389904,57.995682823031366,78.68419803367897,8.665547456414744,19.168227427106167,29.17581529980702,Yes,Graduate,Mid,2.7400442942831895,7.174555440200799,45.15655855497453,D,Pass
Male,23,5,CSE,Moderate,80.59407222040632,69.14425322368312,54.59834176029306,63.88842116065026,3.2719877337800694,19.034546532136513,20.256873896176472,Yes,None,Low,5.7608519608373205,6.461549841437308,55.21828224259809,C,Pass
Male,21,4,CSE,Moderate,65.56216095592238,70.22681966324853,66.02455716430546,91.82177324519691,,16.275937069774354,10.090163666343955,Yes,Graduate,High,6.4850501776936325,7.947385797475509,52.88249081881143,C,Pass
Male,21,3,CSE,Moderate,,86.147088952656,58.12207692590478,43.72906866894911,5.520571988682978,23.59874092773555,20.546443655513944,Yes,None,Low,7.0658822358790765,5.427863329451837,51.59453499647272,C,Pass
Female,22,5,ME,Moderate,72.5971779132943,50.30338960355438,86.1902751117932,100.0,5.771982294839589,25.577897888097024,19.00424252180335,Yes,None,Mid,6.137594986850866,5.283335495876127,70.8950055714376,A,Pass
Male,24,7,CSE,Hard,72.17789574685033,59.81537180037268,52.30321388383018,65.3512835893091,6.968627224974688,26.838150798722378,17.574847217121064,Yes,Graduate,None,4.620101344608128,9.0,63.5983383930256,B,Pass
Male,23,5,Civil,Moderate,70.272484908382,79.03339659379395,61.501917069277965,47.87708729071425,5.229182331769246,14.500990163690778,7.92291116390841,Yes,Secondary,Low,7.0484531134545545,4.4689408532568535,42.56291008385697,D,Pass
Female,21,4,ME,Moderate,75.7600332462173,72.10708061633085,49.24043427271034,57.82977420059597,5.565269735012645,12.674241525201904,19.78772944723002,Yes,Secondary,None,3.895979440440259,5.370404959514472,55.22161415137741,C,Pass
Male,26,8,ME,Hard,50.31050090094301,55.09272177709416,74.75968163033878,49.44583566318116,1.2885912574621354,19.77720115124785,,Yes,Postgraduate,Mid,5.596503164127757,7.764463188218464,50.03357902216628,C,Pass
Male,22,4,ECE,Moderate,88.60723976498517,45.15790886476725,62.41794164098988,81.86944734095994,8.425339936266363,24.658338181415356,34.42131379360927,Yes,Postgraduate,High,3.5409855475850653,4.847503674448718,58.6403414534299,C,Pass
Male,20,2,Civil,Easy,80.2279813049993,92.7547237321089,90.03983213718594,61.96597653203764,2.4160070030307406,19.951977971258394,15.700026522115099,Yes,Secondary,Low,5.459545105639929,7.6837593894247815,72.05246129855023,A,Pass
Male,20,2,ME,Easy,92.36655909141426,41.11019836885359,74.58545010886156,36.05706044313348,2.4199612880714394,17.223138186463085,28.562965175129406,Yes,Primary,Low,7.988298866134224,8.272190957463394,47.90822309793127,D,Pass
Female,22,5,ECE,Moderate,65.40597223373885,46.28011098912967,66.55341632169359,44.48751639363566,2.8097332429861925,22.84840472533982,26.130448649817662,Yes,Secondary,Mid,6.545705749062564,8.415345160282996,40.733314321731754,D,Pass
Female,24,6,ME,Hard,80.17780897610753,67.8063266968738,72.98469933959969,42.80317776954756,4.247458877759031,30.0,15.399536451297559,Yes,Graduate,Mid,6.8441189389617225,6.880059993224731,56.81315665466242,C,Pass
Male,25,8,ECE,Hard,,79.41338806103226,75.29510258831243,82.46064511450007,8.027636138061908,13.523860239613194,24.89756435558329,Yes,Primary,Mid,7.227395641641575,5.39248134747307,55.2098615489195,C,Pass
Female,23,6,ECE,Hard,61.22377335825189,51.845181030265046,79.46754243334982,73.12473047640364,8.025161884678745,26.689927643007696,8.732908580788136,Yes,Graduate,Low,4.859725476961515,5.7027122650586275,20.0,F,Fail
Female,20,2,CSE,Easy,53.14281260837033,75.23370476565461,81.98192827425211,51.926562553886455,,17.944345249877237,13.462606161046363,Yes,Postgraduate,Mid,3.2539511407504267,8.318132048058658,65.14626290772607,B,Pass
Male,21,3,ECE,Moderate,77.62318138209073,49.85951823012167,65.36407790744882,61.83059264935488,2.9640240170571883,16.585587168453962,10.713768925322537,Yes,Postgraduate,High,1.2928154245371588,4.560920240099017,37.564668900310664,F,Fail
Female,18,1,CSE,Easy,,77.0168388243464,59.76096376644536,67.27033806819841,,24.0896396790757,13.739733306144762,Yes,None,Low,2.831937030330591,7.788016348887641,65.40864565180557,B,Pass
Male,23,5,ECE,Moderate,67.16463403541977,77.1979908694452,74.5495279081976,61.32572820007472,5.320246637270574,18.71792559878204,0.0,Yes,Postgraduate,Low,5.234012666356938,4.870446580133841,54.85390261529789,C,Pass
Female,18,1,ME,Easy,73.66565844080345,51.833589849324404,90.63293481353607,58.87168303032878,,13.56822169415854,29.395034475668044,Yes,Graduate,Mid,1.0,6.685795269013043,37.62948656538497,F,Fail
Female,20,2,Civil,Easy,67.61327029946278,78.16876270111405,85.2601597888181,58.78254948266046,3.497346493983038,19.882217618311692,12.563948424616896,Yes,Primary,Low,5.354089142199719,6.05245278195549,64.87808300283403,B,Pass
Male,21,4,Civil,Moderate,53.98267360893733,50.286158160371166,92.8751483548873,94.36687681024378,5.375513192067692,20.687400397361515,21.295600155657098,Yes,Secondary,Mid,5.987807855672563,6.268303317010103,51.2574111222212,C,Pass
Male,24,7,ECE,Hard,98.4166094336266,27.790000588371,89.47190208107557,60.674003689551334,7.414439146741898,19.80019362070697,16.962614777598326,Yes,Graduate,None,1.8716377265692965,8.409792286379053,49.08930572357859,D,Pass
Male,23,5,ME,Moderate,75.45592103679091,62.79123169296827,56.24542409417512,92.38541890133627,7.873909185369582,20.429567134809634,,No,Postgraduate,Low,6.75846730634447,6.153171540107162,53.83364629644517,C,Pass
