Gender,Age,Semester,Branch,Difficulty_Level,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level,Sleep_Hours_per_Night,Final_Score,Grade,Pass/Fail
Male,19,2,EEE,Moderate,61.19536955177923,44.84,4.932,3.9240000000000004,2.868563956012752,8.294,23.88164737804667,Yes,Graduate,High,5.21,7.06,51.37,C,Pass
Female,22,5,CSE,Moderate,61.07262901860994,51.74,5.746,3.719,4.4594135698653545,15.014,30.08218150437889,Yes,Graduate,Mid,4.4,7.84,73.04,A,Pass
Male,21,4,ME,Hard,43.96474432690539,20.0,2.6390000000000002,0.8320000000000001,4.59509893955241,2.686,7.691612555454093,Yes,Postgraduate,Low,10.0,6.45,19.75,F,Fail
Female,26,8,CSE,Hard,70.01017685518775,50.2,4.2509999999999994,2.627,4.072900893195058,8.623999999999999,17.50950345635306,Yes,,Mid,8.58,6.32,34.42,F,Fail
Male,18,2,Civil,Easy,87.63497731832389,80.72,8.277,5.561,5.7785865508827055,15.116,38.66078083436357,Yes,Secondary,Low,3.42,7.98,93.92,O,Pass
Male,22,6,CSE,Hard,44.56889809912582,20.0,1.486,1.593,1.97965106957988,3.564,5.858687733087367,Yes,Secondary,Mid,8.94,5.43,22.83,F,Fail
Male,23,5,EEE,Moderate,71.84086613328341,36.97,6.271,3.582,7.027415926678185,11.4,24.2646520464072,Yes,Secondary,Low,7.29,6.56,58.96,C,Pass
Female,23,8,CSE,Hard,48.473513459675175,34.23,4.391,2.125,5.331849643867388,10.922,20.16563752854384,Yes,Postgraduate,Mid,6.41,7.25,41.17,D,Fail
Male,22,5,ME,Hard,70.66169560459176,20.0,4.866,4.641,2.9187174319717384,6.994,13.864823522468017,Yes,Secondary,,6.52,7.22,29.26,F,Fail
Male,23,7,CSE,Moderate,73.81510324003807,58.6,6.634,5.032,,9.522,26.03068483725288,Yes,Graduate,,5.05,8.54,74.02,A,Pass
Male,19,1,ME,Moderate,82.58040758664069,65.94,5.524,2.98,5.2115394630906655,10.052,29.84315570783389,Yes,Graduate,Low,6.71,6.29,79.8,A,Pass
Male,20,1,ECE,Moderate,59.98885877539453,51.38,4.232,4.3740000000000006,4.470283106023713,7.287999999999999,19.89066954244145,Yes,Secondary,Low,9.09,6.08,62.04,B,Pass
Male,19,3,EEE,Easy,73.59151010863538,73.5,6.741,6.545,8.424212046661546,15.84,28.726407198460667,Yes,Graduate,Mid,3.16,9.51,83.06,E,Pass
Male,23,5,ME,Hard,73.68943751645477,54.49,6.584999999999999,4.339,4.011662361085601,8.564,21.21573829415021,Yes,Secondary,Low,5.47,6.39,53.62,C,Pass
Male,21,4,ME,Hard,75.02547837596393,59.65,7.875,5.439,5.007033776827443,14.841999999999999,27.584395044515247,No,Primary,High,7.03,6.73,80.42,E,Pass
Female,18,2,CSE,Easy,68.04657121513927,68.99,7.090000000000001,4.688000000000001,6.5636291980649,10.452,,No,Postgraduate,Low,3.67,9.2,75.65,A,Pass
Male,22,5,CSE,Moderate,45.983104246287965,20.0,1.598,1.889,4.965941166474378,0.8640000000000001,6.08897780635146,No,Secondary,Low,8.77,7.75,20.45,F,Fail
Male,24,5,Civil,Moderate,60.72777570078972,41.01,5.164,3.3289999999999997,5.920424892636625,10.544,24.575763353639047,Yes,Secondary,Low,5.91,7.21,61.1,B,Pass
Male,21,4,CSE,Easy,53.09805609928231,24.68,1.343,3.1100000000000003,3.5472348457964125,3.492,8.796530950329256,Yes,,Low,6.05,6.48,27.07,F,Fail
Female,20,1,Civil,Moderate,84.5244335724264,73.99,7.455,5.429,7.2521098906139425,10.528,21.57725485591761,Yes,Graduate,Low,4.4,7.48,76.47,A,Pass
Male,25,8,CSE,Hard,55.3031595931846,31.48,2.888,2.1550000000000002,5.489364802176912,6.136,15.608483931987616,Yes,Postgraduate,Mid,8.06,6.62,28.13,F,Fail
Male,20,5,CSE,Easy,,63.31,5.113,4.901,2.926095555933303,8.01,19.35747115276313,Yes,,Mid,2.45,8.25,70.4,A,Pass
Male,19,2,EEE,Easy,67.29562066233628,59.21,5.411,5.468999999999999,3.28866571692684,8.251999999999999,18.462809716140995,Yes,Secondary,Mid,3.42,9.14,72.26,A,Pass
Male,20,5,Civil,Moderate,65.0984048747208,58.17,6.204,4.971,6.825206726133789,7.894,21.656909733382744,Yes,Postgraduate,Mid,4.5,7.15,58.84,C,Pass
Male,20,3,CSE,Hard,60.04421742885835,43.49,5.103,4.525,4.822790341003726,9.136,20.45423725433751,No,,Low,7.54,7.13,49.7,D,Pass
Male,20,4,ECE,Moderate,42.14353055172579,34.06,4.021,2.9530000000000003,2.966860786517086,7.104000000000001,14.64791108845847,Yes,Primary,High,5.98,7.21,44.95,D,Pass
Male,23,3,EEE,Easy,74.53063468387451,69.2,7.011,6.885,6.388405956497249,11.632,27.91735890659421,No,Primary,Mid,1.71,8.61,85.98,E,Pass
Female,26,7,CSE,Hard,68.15564870497944,76.51,7.106,4.788,6.645820399623089,5.7700000000000005,35.892199404081715,No,,,7.49,6.96,77.51,A,Pass
Female,25,8,CSE,Hard,59.22959651922022,51.57,6.046,3.5,7.425984326898783,8.518,21.3776781342414,Yes,Postgraduate,Mid,7.64,6.28,62.47,B,Pass
Male,21,2,ME,Easy,74.86522294469377,67.08,7.071,3.8329999999999997,7.136565188299813,10.794,19.99761048472748,Yes,Postgraduate,Mid,5.23,8.24,77.75,A,Pass
Male,18,1,CSE,Easy,81.12040739182399,58.27,6.489,4.488,5.010569350188368,12.548,26.722414144635167,Yes,,,3.74,8.35,71.1,A,Pass
Female,18,2,ECE,Easy,70.24948765795698,77.51,7.4879999999999995,4.99,6.64419015081457,14.146,28.51376307965545,Yes,Secondary,Mid,3.04,8.56,88.27,E,Pass
Female,23,5,ECE,Easy,44.928239136449655,33.34,2.778,3.5100000000000002,3.5349905636700107,8.116,20.50356547579536,Yes,Postgraduate,Mid,3.68,7.27,47.27,D,Pass
Male,20,2,Civil,Easy,85.94341519743182,54.46,5.963,3.3020000000000005,,9.068000000000001,22.80001980217996,Yes,Graduate,Mid,4.79,8.88,77.56,A,Pass
Male,23,7,EEE,Moderate,49.65928883492021,24.0,3.803,2.12,1.534739656511542,8.288,12.386934734287257,Yes,Secondary,Low,6.94,7.1,39.14,F,Fail
Female,19,3,ECE,Hard,,51.55,4.91,3.322,6.858365842296312,11.102,21.390336157955133,Yes,Secondary,High,6.71,6.7,50.15,C,Pass
Male,23,5,ECE,Easy,78.9389158242167,61.79,6.333,7.391,7.419300008490162,8.870000000000001,24.59369136320068,Yes,Postgraduate,Mid,3.29,7.3,87.41,E,Pass
Female,18,4,ME,Moderate,52.51267947519814,48.54,5.67,2.7969999999999997,3.996813419085402,8.616,25.47176959053467,Yes,,Mid,6.34,6.61,64.53,B,Pass
Male,25,7,CSE,Easy,68.49971090420028,64.86,6.2780000000000005,3.781,6.944231494420224,10.32,24.154337239104304,No,Postgraduate,,4.32,7.58,76.09,A,Pass
Male,18,1,EEE,Easy,70.1306599878647,68.76,5.831,5.840999999999999,7.003381369365807,8.128,17.58455794305324,Yes,,Low,3.81,5.36,89.08,E,Pass
Male,24,6,CSE,Hard,70.28907604102606,50.58,5.9030000000000005,5.508,6.9428785816675695,10.693999999999999,22.727590495981698,Yes,Postgraduate,Mid,8.96,7.65,72.77,A,Pass
Male,23,5,CSE,Easy,72.08932260320914,47.53,4.865,3.9770000000000003,6.081593111590045,6.708,24.09831514408993,No,Primary,Mid,2.38,8.84,60.35,B,Pass
Male,21,5,ME,Hard,67.2359725263829,32.69,5.968,3.418,4.537395594247674,5.714,13.671914991056616,Yes,Postgraduate,Mid,7.05,7.87,44.2,D,Fail
Female,18,3,CSE,Easy,85.69641809961912,63.36,5.9,5.789,5.448769859871664,9.059999999999999,23.09139848667825,Yes,,Mid,6.28,7.02,72.41,A,Pass
Male,20,1,ECE,Easy,55.5745276325929,26.46,1.9100000000000001,3.3890000000000002,4.901820688244315,1.8920000000000001,7.952740645736521,Yes,Postgraduate,Mid,5.39,8.27,33.72,F,Fail
Female,22,5,CSE,Hard,56.831571825521245,42.63,4.548,4.176,5.061641512738692,9.242,18.97291618919685,No,Primary,Mid,6.05,7.76,51.29,C,Pass
Male,24,7,ECE,Hard,55.36221368079089,60.39,5.352,5.023,8.601396789513743,10.064,22.187237458379983,Yes,Primary,Low,7.38,7.07,69.92,B,Pass
Male,19,1,Civil,Hard,58.473740178211536,25.93,3.226,3.718,5.382558141738176,3.222,11.416554321198374,No,Postgraduate,Low,8.14,6.32,42.43,D,Fail
Male,20,4,ME,Hard,52.2373745847889,26.52,3.7520000000000002,2.614,4.252372800385984,7.822,,Yes,Graduate,High,9.5,6.56,31.83,F,Fail
Female,20,2,CSE,Hard,70.62328111381808,65.83,8.981,4.869,7.333730504780448,11.928,28.199505764596207,No,Graduate,Low,7.69,7.22,75.24,A,Pass
Male,23,5,CSE,Hard,57.98634310880082,54.21,5.6049999999999995,4.795,4.283292235453558,7.462000000000001,20.88904299385716,Yes,Secondary,High,6.0,7.79,58.87,C,Pass
Male,25,6,ECE,Easy,67.86936730482384,76.44,5.32,3.02,3.866806497926072,9.942,26.746246273183413,Yes,Primary,Mid,4.1,7.67,72.77,A,Pass
Female,24,5,ME,Hard,,70.94,6.752,5.5920000000000005,7.408090661109528,15.552000000000001,33.159915368293404,Yes,Primary,Mid,7.16,6.5,86.57,E,Pass
Male,20,3,ME,Moderate,64.74704272885594,37.15,4.372999999999999,3.599,2.976615809198752,7.404000000000001,15.514365068305354,Yes,,Low,4.97,7.61,46.91,D,Pass
Female,19,1,Civil,Easy,80.45225537387552,62.75,6.734,5.8,8.755313978544356,10.187999999999999,19.64515318013869,Yes,Secondary,Mid,3.65,8.17,76.9,A,Pass
Female,23,6,CSE,Easy,49.99507398621737,34.9,1.589,1.575,1.0,2.322,7.644683437778762,Yes,,Low,2.88,8.89,34.6,F,Fail
Male,20,3,ME,Moderate,82.03103213411435,65.4,6.0840000000000005,6.464,4.714203217342601,10.942,25.456245937973662,No,,Low,5.42,6.56,74.14,A,Pass
Male,18,1,ME,Moderate,82.85476494688831,72.02,5.36,5.272,7.253977786031431,13.158000000000001,22.432918031941327,Yes,Secondary,Mid,5.34,6.45,83.12,E,Pass
Female,22,5,EEE,Hard,72.80778133864253,68.86,6.026,4.7299999999999995,7.033408137136442,10.568000000000001,22.128996539432464,Yes,Postgraduate,Low,6.22,6.98,67.09,B,Pass
Male,18,2,CSE,Easy,61.323409091378686,54.06,4.883,2.484,2.559968402239085,8.984,17.293497801029062,Yes,Graduate,Mid,5.59,7.15,65.99000000000001,B,Pass
Male,24,7,CSE,Moderate,92.69602971404896,83.37,5.697,6.7989999999999995,4.273604093017031,10.974,26.442333130790047,Yes,Graduate,Mid,6.64,6.86,91.22,O,Pass
Male,20,1,ECE,Easy,92.618104625142,77.37,6.132,4.195,4.855595861008238,15.040000000000001,27.219040574974034,Yes,Graduate,High,2.15,10.0,88.56,E,Pass
Male,22,4,ECE,Moderate,80.46762828647225,76.11,7.544,6.6290000000000004,8.154848771505424,14.604,27.85472655149873,Yes,Secondary,High,6.74,8.27,79.45,A,Pass
Female,19,2,ECE,Moderate,64.61912482306585,69.3,5.163,4.5009999999999994,6.015252377545623,10.106,25.560439063576048,Yes,Secondary,Mid,5.54,7.85,71.35,A,Pass
Female,22,5,Civil,Easy,61.746983392618816,53.73,4.602,6.161,7.180890965108334,10.132,20.42882528075597,Yes,Graduate,Mid,3.02,7.62,61.55,B,Pass
Female,20,4,EEE,Easy,77.0241759003059,66.13,7.170999999999999,3.431,5.8560134157346,14.053999999999998,30.66010220469153,Yes,Graduate,Mid,5.8,7.81,75.68,A,Pass
Female,22,6,CSE,Moderate,61.67520938939466,50.63,6.182,4.114,4.27391910128573,9.187999999999999,23.157282371328165,Yes,Graduate,Low,6.15,6.87,61.02,B,Pass
Male,22,4,ME,Moderate,,76.61,7.523000000000001,6.63,7.597103133228635,12.108,29.593979840798408,Yes,Postgraduate,High,3.59,8.11,87.78,E,Pass
Female,18,1,CSE,Easy,62.06534942421521,56.8,6.247999999999999,5.869,7.788209091206419,11.574,24.24080588094888,Yes,Postgraduate,Mid,3.1,8.08,75.73,A,Pass
Male,18,2,Civil,Easy,77.03197545657544,59.68,6.154999999999999,5.992,4.970559969644466,11.394,22.154424000725108,Yes,Graduate,Mid,4.02,7.26,73.6,A,Pass
Male,26,8,CSE,Moderate,,46.49,4.118,3.652,4.668579543303186,10.046,21.384429555286268,Yes,Secondary,Mid,6.55,5.57,43.27,D,Fail
Female,20,3,EEE,Hard,57.591270672042256,55.61,7.022,5.147,6.284567110463867,11.26,26.86878848349182,Yes,Secondary,Low,8.2,5.24,69.32,B,Pass
Male,22,5,ECE,Hard,60.81173822620285,43.34,5.493,3.051,,8.824,22.08120836814872,No,,Low,7.82,7.18,51.85,C,Pass
Female,24,7,ECE,Hard,75.99189071538977,59.92,8.047,5.867,8.115980566734587,13.943999999999999,28.3481899558506,No,,Low,4.91,7.65,80.73,E,Pass
Male,21,1,ECE,Moderate,66.36986656454691,38.02,4.636,4.5409999999999995,4.206163064760855,9.346,21.74739214563004,Yes,Graduate,Mid,5.01,8.29,68.18,B,Pass
Female,22,5,ECE,Easy,65.8530354718927,56.28,5.628,4.137,5.012851656406699,7.17,22.473030293502987,Yes,Secondary,Mid,7.59,7.2,63.64,B,Pass
Male,19,2,CSE,Easy,70.60673535198029,31.51,4.436999999999999,2.804,4.233552021543363,3.5479999999999996,19.50802747541201,No,Graduate,Low,7.77,8.27,50.6,C,Pass
Male,22,2,ME,Moderate,57.94612197640527,58.28,4.965,3.098,6.943085548447051,5.414,20.249797436530585,Yes,Graduate,Low,6.1,7.33,57.0,C,Pass
Male,19,2,ME,Moderate,76.01883132169925,79.56,5.615,6.2090000000000005,8.396073932920427,9.228,22.99690565588254,Yes,,Mid,6.37,7.0,73.92,A,Pass
Male,27,7,EEE,Moderate,62.54978281527276,53.68,5.817,3.9560000000000004,3.7868392453630886,11.114,24.15947249624728,Yes,,Mid,6.32,6.28,72.12,A,Pass
Male,18,3,ECE,Moderate,73.94121532785664,63.46,6.869,6.163,7.551292739911117,10.626000000000001,28.2019607598384,Yes,Secondary,Mid,7.24,6.98,81.74,E,Pass
Female,18,1,ME,Easy,56.27876558243878,42.39,3.3409999999999997,2.412,4.366660742223691,6.901999999999999,,Yes,,Low,5.72,7.66,44.34,D,Pass
Male,18,1,Civil,Moderate,71.25819462386282,57.65,3.899,3.7369999999999997,4.948610144226499,10.352,17.275755811550425,Yes,Secondary,Mid,6.34,6.91,61.55,B,Pass
Male,19,1,Civil,Moderate,65.24257387474685,64.51,6.548,2.516,3.364134274252839,3.568,19.82428807240843,No,Postgraduate,Low,7.8,6.99,65.44,B,Pass
Male,27,7,CSE,Hard,53.66314831234729,26.84,3.054,2.8129999999999997,5.210582099591597,4.928,20.323073290398952,Yes,Secondary,Mid,8.59,6.52,40.59,D,Fail
Male,19,3,ECE,Moderate,55.73449678640237,46.21,4.093999999999999,2.5629999999999997,5.16473885511566,6.1,15.094777831234689,Yes,Primary,Low,5.47,8.51,48.75,D,Pass
Male,26,8,CSE,Moderate,70.83049906650021,43.69,7.205,4.243,5.301961541359459,9.45,18.926790197096416,Yes,Primary,Low,6.33,7.13,52.5,C,Pass
Male,27,7,ECE,Hard,62.73454066452312,26.52,2.62,4.786,1.3599232922843325,6.208,12.698436782347027,Yes,Secondary,High,8.84,6.37,38.91,F,Fail
Male,26,7,Civil,Moderate,81.61743138871775,80.27,5.752000000000001,8.290000000000001,6.677447666761469,9.258,21.358060609810675,No,Secondary,,4.25,8.08,76.86,A,Pass
Female,18,2,Civil,Moderate,66.95980837847225,45.0,4.616,5.049,6.168922189110505,7.095999999999999,15.790376333564437,No,Secondary,,7.56,8.14,56.36,C,Pass
Male,20,2,Civil,Easy,75.50428763399587,66.8,4.59,3.883,3.569991371656902,9.414,19.372647571240336,Yes,Graduate,Low,4.94,7.54,70.14,A,Pass
Male,23,5,ECE,Moderate,78.63732886227638,59.62,5.401,6.654000000000001,1.6484248779652892,9.206,20.29057963526956,Yes,Secondary,Mid,5.55,6.92,61.41,B,Pass
Male,19,3,CSE,Moderate,70.87470828726468,63.81,6.848999999999999,4.864,5.132863101298416,8.148,23.63540454009959,No,Secondary,Mid,6.32,7.33,65.24000000000001,B,Pass
Male,22,4,CSE,Easy,42.99891500750904,27.97,2.103,3.4859999999999998,2.1524678806447364,6.57,20.69407268247877,No,Secondary,High,6.86,6.75,34.86,F,Fail
Female,18,1,ME,Hard,,32.72,6.4430000000000005,4.059,3.768854683187384,11.948,27.00083067383376,Yes,Secondary,Mid,7.15,5.84,68.75,B,Pass
Male,25,8,CSE,Hard,,35.76,4.308,2.399,3.847342781781729,7.4079999999999995,15.624845881893464,No,Secondary,Low,6.96,7.5,44.37,D,Pass
Male,18,1,CSE,Easy,78.21103794126792,48.04,5.194,5.18,5.900915456915068,9.114,,No,Secondary,Low,2.7,6.9,72.66,A,Pass
Male,18,2,ECE,Easy,83.09932685646581,82.38,8.488,7.101000000000001,5.710158933262879,14.23,39.23696273483358,No,Postgraduate,Mid,1.0,7.94,100.0,O,Pass
Female,22,5,CSE,Moderate,75.0224675536712,49.57,5.2780000000000005,4.664,8.381772051022077,10.001999999999999,17.545951337338195,Yes,Primary,High,4.7,7.21,60.75,B,Pass
Male,19,2,CSE,Easy,54.4652085705248,31.71,3.02,1.1480000000000001,3.719667622562918,9.244,18.780732299979373,Yes,Graduate,High,4.36,8.45,46.76,D,Pass
Male,18,1,EEE,Easy,49.42970375147016,20.0,1.403,1.6940000000000002,,2.8440000000000003,4.732707106099545,Yes,Secondary,Mid,8.59,6.82,19.07,F,Fail
Male,20,2,CSE,Easy,79.95031573142353,70.29,5.885,4.307,6.485103527586992,8.456,27.398426630120987,Yes,Primary,Mid,1.46,9.74,82.46,E,Pass
Male,18,1,Civil,Easy,85.98147778008345,63.01,7.090999999999999,4.9270000000000005,3.6247679675730367,10.672,29.042051800642103,No,Postgraduate,Mid,3.51,8.34,81.45,E,Pass
Male,20,2,EEE,Easy,,71.39,5.247,5.3340000000000005,6.296023228695721,9.088,23.28447852006024,Yes,Secondary,,1.88,8.27,73.03,A,Pass
Female,20,2,ECE,Easy,40.60815138437381,20.0,2.239,1.534,2.3730869953005764,3.6100000000000003,14.740323298537428,Yes,,Low,4.6,6.33,32.97,F,Fail
Male,23,4,EEE,Moderate,59.670914596320046,60.99,7.517,3.3619999999999997,5.217155817836173,10.164,32.63073005615556,Yes,Secondary,,9.65,5.85,70.44,A,Pass
Female,22,4,CSE,Easy,82.56848255236385,60.34,6.066,5.205,5.43493969310408,8.504000000000001,20.425660491765097,Yes,Secondary,,1.0,9.22,72.35,A,Pass
Male,21,4,EEE,Easy,73.87464302219223,68.82,4.739,5.76,4.093982241207438,7.624,24.04722199157424,Yes,Graduate,Mid,4.0,6.83,69.65,B,Pass
Male,22,5,Civil,Moderate,,40.71,5.101,2.707,6.831617817990235,5.918,24.22059960978592,Yes,Graduate,,3.44,8.36,63.62,B,Pass
Female,22,2,Civil,Easy,48.28676898023316,54.19,5.171,4.808,4.323619672230977,4.822,12.407866869356983,No,,Low,4.91,7.66,60.23,B,Pass
Male,19,1,CSE,Hard,81.53761687229743,65.35,8.564,5.979,5.047234622571743,9.437999999999999,27.6222090817601,Yes,Secondary,Mid,8.11,6.47,76.75,A,Pass
Male,24,7,Civil,Hard,66.05730217584087,53.61,5.822,5.106,4.319637299321369,8.468,20.42445814466433,Yes,Graduate,Low,4.59,7.5,61.29,B,Pass
Female,22,5,EEE,Moderate,65.03598870042408,49.7,5.816,4.279999999999999,6.499180495226402,7.473999999999999,21.22351788453732,No,Graduate,Low,7.22,6.42,64.91,B,Pass
Female,18,1,Civil,Easy,58.73056951348464,65.12,7.886,6.288,8.170563991309507,12.309999999999999,27.54320954212812,Yes,Graduate,High,5.79,6.21,74.03,A,Pass
Female,23,8,CSE,Hard,,52.93,6.718000000000001,4.247,7.132668020110608,11.4,30.98449635538676,Yes,Primary,High,8.14,4.22,59.42,C,Pass
Female,26,6,CSE,Moderate,64.02375735290708,46.28,5.89,4.745,5.977755537388424,7.364,17.320600591206755,No,,Low,6.07,8.08,58.68,C,Pass
Male,20,2,ECE,Moderate,82.88926595180533,65.0,8.195,5.61,8.052215711587804,13.64,34.17930126451271,Yes,Graduate,Mid,3.16,8.24,78.32,A,Pass
Male,23,8,ME,Hard,58.68214900274791,20.0,3.7159999999999997,2.464,,3.5520000000000005,16.414226162269248,Yes,,Mid,10.0,6.43,31.5,F,Fail
Female,20,3,CSE,Easy,60.97762080694277,59.16,5.583,4.293,3.886316054484341,7.462000000000001,26.44610212728349,Yes,Graduate,Mid,4.02,8.13,72.94,A,Pass
Female,27,8,EEE,Hard,74.28294411715669,81.29,7.7780000000000005,5.455,3.346459268777907,13.984,,Yes,Postgraduate,Low,5.74,7.57,82.99,E,Pass
Male,18,1,ECE,Easy,80.3138259574774,57.42,6.406000000000001,4.922,5.098857566363828,9.844,28.22090478907733,Yes,Secondary,Mid,5.28,9.3,77.63,A,Pass
Male,18,2,ECE,Moderate,45.84280510409712,39.71,3.3890000000000002,3.254,4.049037546833653,5.004,18.1445702419656,Yes,Primary,Mid,5.82,7.55,60.29,B,Pass
Male,23,5,ECE,Easy,75.02937728248217,62.05,5.127000000000001,4.553,7.042373966119071,6.362,25.02248673750725,Yes,Graduate,Low,2.99,8.98,70.07,A,Pass
Male,19,1,ME,Easy,57.56736743677858,43.78,4.731,3.383,4.446499398111032,9.718,17.023160847552617,Yes,Secondary,Mid,3.73,7.27,62.9,B,Pass
Male,18,1,CSE,Easy,44.29894755983885,38.4,3.81,1.987,2.226749332021856,2.834,15.412274691664678,Yes,Secondary,Low,5.04,7.83,42.33,D,Fail
Female,22,6,CSE,Moderate,47.38401087170873,38.11,3.489,5.329,1.0277552293211325,3.7299999999999995,,Yes,Graduate,Mid,8.39,8.15,45.1,D,Fail
Male,20,2,ECE,Easy,91.73457635000132,79.59,4.772,4.701,6.720345194357996,9.484,23.3402611160968,Yes,Secondary,Mid,4.23,8.1,87.04,E,Pass
Male,23,8,ME,Easy,53.38014461792324,22.37,2.181,3.2960000000000003,3.803666705368373,4.018,7.270065850378703,Yes,Secondary,Low,6.92,6.67,14.27,F,Fail
Male,19,3,ME,Hard,33.59006421366395,23.07,1.566,3.029,3.102282800436716,5.279999999999999,10.845009008557469,Yes,,Low,7.27,6.81,21.55,F,Fail
Male,24,7,CSE,Moderate,65.97176698296785,66.74,5.776,4.739,6.068700339935687,11.058,23.498722111816832,Yes,Primary,,3.96,6.37,79.43,A,Pass
Male,21,3,CSE,Hard,63.306435460871086,54.34,5.32,5.474,9.444553569437623,11.412,27.215137452879446,Yes,,Mid,8.36,5.79,63.11,B,Pass
Male,20,4,ECE,Hard,54.0251041643329,43.37,3.969,3.247,8.233581513221495,7.6819999999999995,17.130651137191542,Yes,Graduate,,7.33,7.25,40.18,D,Fail
Male,21,3,ECE,Easy,64.7615067608034,58.92,6.294,4.7700000000000005,5.810042124336264,7.828,20.942258370500163,Yes,,Mid,3.91,8.33,74.3,A,Pass
